SUBDIVISION,YEAR,ANNUAL
North Interior Karnataka,1937,552.4
North Interior Karnataka,1938,815.1
North Interior Karnataka,1939,653.9
North Interior Karnataka,1940,736.8
North Interior Karnataka,1941,535.7
North Interior Karnataka,1942,585.7
North Interior Karnataka,1943,879.2
North Interior Karnataka,1944,722.1
North Interior Karnataka,1945,544
North Interior Karnataka,1946,808.9
North Interior Karnataka,1947,786.3
North Interior Karnataka,1948,778.3
North Interior Karnataka,1949,763.3
North Interior Karnataka,1950,706.5
North Interior Karnataka,1951,708.4
North Interior Karnataka,1952,628.5
North Interior Karnataka,1953,891.2
North Interior Karnataka,1954,683.3
North Interior Karnataka,1955,967.1
North Interior Karnataka,1956,1039
North Interior Karnataka,1957,837.8
North Interior Karnataka,1958,752
North Interior Karnataka,1959,698.5
North Interior Karnataka,1960,691.6
North Interior Karnataka,1961,748.6
North Interior Karnataka,1962,839.1
North Interior Karnataka,1963,783.1
North Interior Karnataka,1964,899.8
North Interior Karnataka,1965,632.9
North Interior Karnataka,1966,723.6
North Interior Karnataka,1967,645.7
North Interior Karnataka,1968,727.3
North Interior Karnataka,1969,729.1
North Interior Karnataka,1970,790.8
North Interior Karnataka,1971,612.1
North Interior Karnataka,1972,499.4
North Interior Karnataka,1973,750.8
North Interior Karnataka,1974,817.3
North Interior Karnataka,1975,1093.7
North Interior Karnataka,1976,561.3
North Interior Karnataka,1977,849.9
North Interior Karnataka,1978,904.9
North Interior Karnataka,1979,963.2
North Interior Karnataka,1980,691.7
North Interior Karnataka,1981,877.3
North Interior Karnataka,1982,681.4
North Interior Karnataka,1983,777.9
North Interior Karnataka,1984,618.1
North Interior Karnataka,1985,501.2
North Interior Karnataka,1986,620.4
North Interior Karnataka,1987,747.4
North Interior Karnataka,1988,795.4
North Interior Karnataka,1989,676.2
North Interior Karnataka,1990,719
North Interior Karnataka,1991,720
North Interior Karnataka,1992,668.3
North Interior Karnataka,1993,731.8
North Interior Karnataka,1994,643
North Interior Karnataka,1995,662.3
North Interior Karnataka,1996,811.8
North Interior Karnataka,1997,1095.6
North Interior Karnataka,1998,852.5
North Interior Karnataka,1999,660.8
North Interior Karnataka,2000,712.4
North Interior Karnataka,2001,598
North Interior Karnataka,2002,530.5
North Interior Karnataka,2003,473.5
North Interior Karnataka,2004,641.9
North Interior Karnataka,2005,807.5
North Interior Karnataka,2006,650.6
North Interior Karnataka,2007,836.9
North Interior Karnataka,2008,712.4
North Interior Karnataka,2009,913.5
North Interior Karnataka,2010,853.2
North Interior Karnataka,2011,655.2
North Interior Karnataka,2012,583.8
North Interior Karnataka,2013,723.2
North Interior Karnataka,2014,756.8
North Interior Karnataka,2015,551.9
North Interior Karnataka,2016,625
North Interior Karnataka,2017,739.6
South Interior Karnataka,1901,1003
South Interior Karnataka,1902,1020.1
South Interior Karnataka,1903,1269.9
South Interior Karnataka,1904,845.8
South Interior Karnataka,1905,759.4
South Interior Karnataka,1906,1004.5
South Interior Karnataka,1907,998.5
South Interior Karnataka,1908,790.2
South Interior Karnataka,1909,1087.4
South Interior Karnataka,1910,1157.3
South Interior Karnataka,1911,906.3
South Interior Karnataka,1912,1150.2
South Interior Karnataka,1913,876.4
South Interior Karnataka,1914,926.7
South Interior Karnataka,1915,1031.9
South Interior Karnataka,1916,1230.7
South Interior Karnataka,1917,1094.3
South Interior Karnataka,1918,733.3
South Interior Karnataka,1919,1011.4
South Interior Karnataka,1920,828.9
South Interior Karnataka,1921,986.1
South Interior Karnataka,1922,897.1
South Interior Karnataka,1923,990.5
South Interior Karnataka,1924,1127
South Interior Karnataka,1925,982.2
South Interior Karnataka,1926,897
South Interior Karnataka,1927,863.7
South Interior Karnataka,1928,950.5
South Interior Karnataka,1929,1034.9
South Interior Karnataka,1930,993.3
South Interior Karnataka,1931,1012.6
South Interior Karnataka,1932,1270.1
South Interior Karnataka,1933,1329.2
South Interior Karnataka,1934,786.3
South Interior Karnataka,1935,954.5
South Interior Karnataka,1936,958.4
South Interior Karnataka,1937,911.2
South Interior Karnataka,1938,871.4
South Interior Karnataka,1939,1024.6
South Interior Karnataka,1940,1180
South Interior Karnataka,1941,937.6
South Interior Karnataka,1942,932.9
South Interior Karnataka,1943,1137.1
South Interior Karnataka,1944,1025.7
South Interior Karnataka,1945,792.3
South Interior Karnataka,1946,1245
South Interior Karnataka,1947,958.3
South Interior Karnataka,1948,1074.1
South Interior Karnataka,1949,876.4
South Interior Karnataka,1950,956.5
South Interior Karnataka,1951,925.3
South Interior Karnataka,1952,871.8
South Interior Karnataka,1953,1255.9
South Interior Karnataka,1954,1031.1
South Interior Karnataka,1955,1002
South Interior Karnataka,1956,1243.7
South Interior Karnataka,1957,1064.7
South Interior Karnataka,1958,1210
South Interior Karnataka,1959,1280.9
South Interior Karnataka,1960,989.9
South Interior Karnataka,1961,1409.5
South Interior Karnataka,1962,1307.2
South Interior Karnataka,1963,992.8
South Interior Karnataka,1964,1169.4
South Interior Karnataka,1965,735.2
South Interior Karnataka,1966,1010.9
South Interior Karnataka,1967,940.3
South Interior Karnataka,1968,1001
South Interior Karnataka,1969,1106.5
South Interior Karnataka,1970,1073.8
South Interior Karnataka,1971,1020.2
South Interior Karnataka,1972,1064
South Interior Karnataka,1973,1086.6
South Interior Karnataka,1974,1051.5
South Interior Karnataka,1975,1334.3
South Interior Karnataka,1976,761.2
South Interior Karnataka,1977,1207.8
South Interior Karnataka,1978,1231.6
South Interior Karnataka,1979,1120.8
South Interior Karnataka,1980,1225
South Interior Karnataka,1981,1184.6
South Interior Karnataka,1982,1003.5
South Interior Karnataka,1983,1111.2
South Interior Karnataka,1984,1063.9
South Interior Karnataka,1985,859.3
South Interior Karnataka,1986,1030.2
South Interior Karnataka,1987,934.7
South Interior Karnataka,1988,1022.2
South Interior Karnataka,1989,913.5
South Interior Karnataka,1990,848.5
South Interior Karnataka,1991,1221.2
South Interior Karnataka,1992,1201
South Interior Karnataka,1993,1038.1
South Interior Karnataka,1994,1157.8
South Interior Karnataka,1995,883.2
South Interior Karnataka,1996,1044
South Interior Karnataka,1997,1180
South Interior Karnataka,1998,1113.3
South Interior Karnataka,1999,1149.6
South Interior Karnataka,2000,1207.2
South Interior Karnataka,2001,926.3
South Interior Karnataka,2002,755.8
South Interior Karnataka,2003,762.8
South Interior Karnataka,2004,1133.4
South Interior Karnataka,2005,1319.3
South Interior Karnataka,2006,1030.5
South Interior Karnataka,2007,1231
South Interior Karnataka,2008,1140.6
South Interior Karnataka,2009,1158.4
South Interior Karnataka,2010,1239.7
South Interior Karnataka,2011,1087.4
South Interior Karnataka,2012,877.8
South Interior Karnataka,2013,1110.7
South Interior Karnataka,2014,1184.2
South Interior Karnataka,2015,1112.5
South Interior Karnataka,2016,687.3
South Interior Karnataka,2017,1061.7
Kerala,1901,3248.6
Kerala,1902,3326.6
Kerala,1903,3271.2
Kerala,1904,3129.7
Kerala,1905,2741.6
Kerala,1906,2708
Kerala,1907,3671.1
Kerala,1908,2648.3
Kerala,1909,3050.2
Kerala,1910,2848.6
Kerala,1911,2726.7
Kerala,1912,3451.3
Kerala,1913,2610.8
Kerala,1914,2899.1
Kerala,1915,3024.5
Kerala,1916,2945.3
Kerala,1917,2704.8
Kerala,1918,2501.9
Kerala,1919,3003.3
Kerala,1920,3303.1
Kerala,1921,2719.9
Kerala,1922,3267.6
Kerala,1923,3484.7
Kerala,1924,4226.4
Kerala,1925,3062.1
Kerala,1926,2965.4
Kerala,1927,2994.7
Kerala,1928,2502.8
Kerala,1929,3361.6
Kerala,1930,3018
Kerala,1931,3259.6
Kerala,1932,3403
Kerala,1933,4072.9
Kerala,1934,2410.7
Kerala,1935,2498.2
Kerala,1936,3043.3
Kerala,1937,2818.2
Kerala,1938,2634.1
Kerala,1939,2937.5
Kerala,1940,3117.8
Kerala,1941,3111.1
Kerala,1942,3050.9
Kerala,1943,3464.2
Kerala,1944,2490
Kerala,1945,2432.4
Kerala,1946,3565.5
Kerala,1947,2998.1
Kerala,1948,3039.2
Kerala,1949,2942.6
Kerala,1950,3146.6
Kerala,1951,2705.5
Kerala,1952,2334.8
Kerala,1953,2544.9
Kerala,1954,2938
Kerala,1955,3134.7
Kerala,1956,2798.4
Kerala,1957,3103.3
Kerala,1958,2923.1
Kerala,1959,3746
Kerala,1960,3385.5
Kerala,1961,4257.8
Kerala,1962,3375.8
Kerala,1963,2651.1
Kerala,1964,2869.1
Kerala,1965,2342.4
Kerala,1966,2621.7
Kerala,1967,2569.1
Kerala,1968,3392.7
Kerala,1969,2665
Kerala,1970,2703.5
Kerala,1971,3076.8
Kerala,1972,2739.4
Kerala,1973,2412.5
Kerala,1974,2767.4
Kerala,1975,3498.4
Kerala,1976,2068.8
Kerala,1977,3047.6
Kerala,1978,3176.7
Kerala,1979,2503
Kerala,1980,2803.4
Kerala,1981,3005.9
Kerala,1982,2223.3
Kerala,1983,2320.3
Kerala,1984,2762.1
Kerala,1985,2390.5
Kerala,1986,2093.2
Kerala,1987,2137.6
Kerala,1988,2403.5
Kerala,1989,2422.7
Kerala,1990,2693.1
Kerala,1991,3184.5
Kerala,1992,3239.5
Kerala,1993,2717.7
Kerala,1994,3410.8
Kerala,1995,2858.8
Kerala,1996,2610
Kerala,1997,3252.4
Kerala,1998,3151.5
Kerala,1999,2914.6
Kerala,2000,2412.6
Kerala,2001,2931.1
Kerala,2002,2507.4
Kerala,2003,2394.9
Kerala,2004,2886.1
Kerala,2005,3031.1
Kerala,2006,3420.6
Kerala,2007,3489.6
Kerala,2008,2524.5
Kerala,2009,2810.6
Kerala,2010,3131.8
Kerala,2011,3035.1
Kerala,2012,2151.1
Kerala,2013,3255.4
Kerala,2014,3046.4
Kerala,2015,2600.6
Kerala,2016,1870.9
Kerala,2017,2664.9
Lakshadweep,1901,1459.2
Lakshadweep,1902,2158.8
Lakshadweep,1903,1379.5
Lakshadweep,1904,1176.9
Lakshadweep,1905,1574.9
Lakshadweep,1906,1811.6
Lakshadweep,1907,1458.8
Lakshadweep,1908,1959.1
Lakshadweep,1909,1463.5
Lakshadweep,1910,1849.2
Lakshadweep,1911,1687.7
Lakshadweep,1912,1654.9
Lakshadweep,1913,1518.5
Lakshadweep,1914,2034
Lakshadweep,1915,1545.5
Lakshadweep,1916,1398.5
Lakshadweep,1917,68.6
Lakshadweep,1919,1926.5
Lakshadweep,1920,2050.9
Lakshadweep,1921,1392.1
Lakshadweep,1922,1928.5
Lakshadweep,1923,1572.2
Lakshadweep,1924,1972
Lakshadweep,1925,1676.9
Lakshadweep,1926,1836.2
Lakshadweep,1927,912.2
Lakshadweep,1928,1406.9
Lakshadweep,1929,1522.7
Lakshadweep,1930,1258.4
Lakshadweep,1931,1606.9
Lakshadweep,1932,1893.7
Lakshadweep,1933,2314.1
Lakshadweep,1934,1087.9
Lakshadweep,1935,1529.2
Lakshadweep,1936,1744.1
Lakshadweep,1937,1443.6
Lakshadweep,1938,1547.6
Lakshadweep,1939,1207.3
Lakshadweep,1940,1406.7
Lakshadweep,1941,1163.4
Lakshadweep,1942,1786.2
Lakshadweep,1943,1949.8
Lakshadweep,1944,1668.1
Lakshadweep,1945,1321.3
Lakshadweep,1946,58.7
Lakshadweep,1947,1755.9
Lakshadweep,1948,1325.3
Lakshadweep,1949,1755.2
Lakshadweep,1950,1494.1
Lakshadweep,1951,1715.3
Lakshadweep,1952,1124.5
Lakshadweep,1953,1606.2
Lakshadweep,1954,1555.5
Lakshadweep,1955,1548.3
Lakshadweep,1956,1287.4
Lakshadweep,1957,1347.2
Lakshadweep,1958,992.6
Lakshadweep,1959,1583.6
Lakshadweep,1960,1901.8
Lakshadweep,1961,2235.3
Lakshadweep,1962,1586.6
Lakshadweep,1963,1902.1
Lakshadweep,1964,1651.7
Lakshadweep,1965,1405.9
Lakshadweep,1966,1741.5
Lakshadweep,1967,1287.3
Lakshadweep,1968,1344.4
Lakshadweep,1969,1416.1
Lakshadweep,1970,1783
Lakshadweep,1971,1901.4
Lakshadweep,1972,1287.6
Lakshadweep,1973,1557.4
Lakshadweep,1974,1511.3
Lakshadweep,1975,1890.5
Lakshadweep,1976,1502.1
Lakshadweep,1977,1848.2
Lakshadweep,1978,1967.4
Lakshadweep,1979,1825.4
Lakshadweep,1980,1211.7
Lakshadweep,1981,1617.4
Lakshadweep,1982,1392
Lakshadweep,1983,1403.2
Lakshadweep,1984,1591.6
Lakshadweep,1985,1303.4
Lakshadweep,1986,1465.9
Lakshadweep,1987,1288.6
Lakshadweep,1988,1450.8
Lakshadweep,1989,1714.4
Lakshadweep,1990,1310.5
Lakshadweep,1991,1583
Lakshadweep,1992,1534.9
Lakshadweep,1993,1449.7
Lakshadweep,1994,1547.1
Lakshadweep,1995,2030.9
Lakshadweep,1996,1606
Lakshadweep,1997,1764.7
Lakshadweep,1998,1986.9
Lakshadweep,1999,1857.3
Lakshadweep,2000,1372.1
Lakshadweep,2001,1380.6
Lakshadweep,2002,1033.5
Lakshadweep,2003,1532.9
Lakshadweep,2004,1553.2
Lakshadweep,2005,1575.4
Lakshadweep,2006,1598.6
Lakshadweep,2007,2361.6
Lakshadweep,2008,1726.8
Lakshadweep,2009,1570.1
Lakshadweep,2010,1725.2
Lakshadweep,2011,1533.7
Lakshadweep,2012,1405.5
Lakshadweep,2013,1426.3
Lakshadweep,2014,1395
Lakshadweep,2015,1642.9
Lakshadweep,2016,1065.7
Lakshadweep,2017,1738.9
